kilometraje,temperatura_motor,rpm,horas_uso,voltaje_bateria,marca,combustible,tipo_aceite,codigo_falla,requiere_mantenimiento
162668,101.9,1697.0,100.0,11.18,Suzuki,Gasolina,Mineral,P0300,1
207139,103.9,1679.0,2229.0,12.73,Kia,GNV,Semisint'etico,P0171,1
171415,101.0,1604.0,1799.0,12.22,Chevrolet,Gasolina,Sint'etico,P0300,1
77342,81.8,3027.0,1836.0,10.6,Chevrolet,GLP,Semisint'etico,P0700,1
32625,101.8,2134.0,2665.0,12.07,Nissan,Di'esel,Mineral,P0300,1
139074,87.7,2399.0,100.0,11.78,Suzuki,Gasolina,Semisint'etico,P0562,1
202362,99.1,1780.0,100.0,13.76,Toyota,GLP,Mineral,P0420,1
214782,84.2,1916.0,2046.0,11.14,Chevrolet,GNV,Sint'etico,P0300,1
58344,101.0,1679.0,1794.0,11.35,Chevrolet,GNV,Mineral,P0420,1
59655,89.7,807.0,1953.0,13.39,Toyota,GNV,Sint'etico,P0300,1
17856,85.5,1380.0,1384.0,13.59,Nissan,GLP,Mineral,P0300,1
39665,103.4,1185.0,2398.0,11.9,Toyota,GLP,Semisint'etico,P0562,1
126519,99.2,988.0,2639.0,11.99,Kia,Gasolina,Mineral,P0115,1
124828,91.5,1462.0,2236.0,12.99,Hyundai,GNV,Mineral,P0300,1
87893,110.1,2596.0,1565.0,10.64,Toyota,GLP,Mineral,P0171,1
75090,93.0,1980.0,100.0,,Nissan,Di'esel,Mineral,P0562,1
184255,97.3,2581.0,2492.0,12.28,Hyundai,Di'esel,Semisint'etico,P0420,0
106607,99.4,2185.0,2900.0,13.74,Hyundai,GLP,Mineral,P0171,0
179732,91.4,2352.0,2380.0,12.15,Suzuki,Gasolina,Sint'etico,P0300,1
212274,101.2,1595.0,1008.0,12.58,Suzuki,GNV,Sint'etico,P0420,1
76599,92.2,2236.0,2406.0,13.41,Toyota,Di'esel,Semisint'etico,P0171,0
52575,93.3,2328.0,2574.0,14.19,Hyundai,Gasolina,Mineral,P0700,0
210108,109.3,1741.0,3203.0,12.04,Nissan,Di'esel,Mineral,P0700,1
143314,87.6,2252.0,1012.0,12.49,Nissan,GNV,Semisint'etico,P0700,1
71092,75.3,2255.0,1596.0,13.96,Suzuki,Di'esel,Semisint'etico,P0171,0
140590,111.5,1753.0,2473.0,11.28,Chevrolet,GLP,Semisint'etico,P0300,1
118161,119.9,1495.0,1852.0,13.32,Toyota,GNV,Mineral,P0171,1
200161,93.4,1467.0,794.0,11.69,Suzuki,Gasolina,Mineral,P0420,1
63752,79.6,2039.0,2173.0,12.58,Toyota,GNV,Sint'etico,P0300,0
218190,94.2,2147.0,2321.0,12.31,Toyota,Di'esel,Semisint'etico,P0300,1
206569,94.4,1643.0,1879.0,,Nissan,GLP,Semisint'etico,P0171,1
47947,95.3,2012.0,1998.0,11.71,Chevrolet,Gasolina,Mineral,P0171,1
44567,87.0,2257.0,1567.0,12.72,Toyota,Gasolina,Semisint'etico,P0420,1
121962,102.2,2278.0,3130.0,13.3,Hyundai,GNV,Mineral,P0115,1
19431,101.7,2698.0,989.0,12.4,Chevrolet,GNV,Semisint'etico,P0171,0
72747,83.6,2575.0,1271.0,12.56,Hyundai,GNV,Mineral,P0016,1
101370,103.3,1549.0,1810.0,12.96,Nissan,GLP,Sint'etico,P0420,1
213568,115.5,2758.0,2591.0,11.72,Kia,Di'esel,Mineral,P0562,1
218398,98.5,1761.0,452.0,13.09,Chevrolet,Gasolina,Sint'etico,P0420,1
41823,94.0,2470.0,621.0,13.16,Kia,Di'esel,Semisint'etico,P0562,0
197252,95.7,2031.0,100.0,14.2,Kia,GLP,Mineral,P0300,1
29095,102.5,1815.0,1829.0,12.2,Kia,Di'esel,Mineral,P0300,1
167207,81.4,1187.0,794.0,12.13,Nissan,Di'esel,Semisint'etico,P0115,0
187584,98.5,1923.0,1454.0,13.12,Chevrolet,Gasolina,Semisint'etico,P0420,1
197066,93.5,1298.0,2395.0,13.16,Chevrolet,Di'esel,Sint'etico,P0300,1
56917,113.6,2435.0,1223.0,12.07,Chevrolet,Gasolina,Mineral,P0700,1
197623,95.4,2683.0,2008.0,12.18,Hyundai,Gasolina,Sint'etico,P0300,1
34355,112.0,1641.0,1531.0,12.93,Suzuki,Gasolina,Sint'etico,P0562,1
118960,87.1,2136.0,2405.0,11.84,Chevrolet,GLP,Semisint'etico,P0562,1
108604,102.3,1674.0,2228.0,12.17,Nissan,Di'esel,Sint'etico,P0420,1
76345,,1717.0,1177.0,12.57,Suzuki,Gasolina,Sint'etico,P0171,0
14643,89.2,2349.0,1648.0,13.3,Suzuki,GLP,Semisint'etico,P0300,1
172122,98.6,1983.0,2739.0,12.02,Nissan,Gasolina,Mineral,P0016,1
80472,107.9,2783.0,2154.0,11.03,Nissan,Gasolina,Sint'etico,P0420,1
148948,94.1,1783.0,543.0,10.97,Kia,Gasolina,Mineral,P0420,1
96146,81.8,2450.0,2390.0,,Nissan,Di'esel,Semisint'etico,P0420,1
88468,96.8,2044.0,824.0,11.45,Hyundai,GNV,Sint'etico,P0700,1
196122,88.9,2358.0,3071.0,12.38,Nissan,Gasolina,Mineral,P0016,1
29838,93.9,1799.0,2722.0,11.55,Toyota,Di'esel,Semisint'etico,P0700,1
164689,,1978.0,2061.0,11.94,Suzuki,Gasolina,Mineral,P0115,1
166825,81.6,1948.0,1942.0,11.88,Hyundai,Di'esel,Sint'etico,P0115,1
89798,82.5,1624.0,1612.0,12.15,Chevrolet,GLP,,P0562,0
65116,101.3,2298.0,2411.0,13.56,Toyota,Di'esel,Sint'etico,P0700,0
11114,92.3,2293.0,1466.0,13.03,Toyota,GLP,Semisint'etico,P0562,0
206730,75.0,2267.0,2012.0,12.51,Suzuki,GNV,Mineral,P0171,1
209023,104.1,2692.0,2585.0,12.13,Suzuki,GNV,Mineral,P0115,1
60603,99.5,2652.0,1294.0,12.15,Hyundai,GLP,Semisint'etico,P0562,0
16701,90.6,1831.0,1245.0,12.76,Toyota,GLP,Semisint'etico,P0300,1
35779,85.1,2168.0,725.0,12.97,Nissan,GNV,Mineral,P0171,0
24205,104.5,1719.0,842.0,11.77,Suzuki,GNV,Semisint'etico,P0420,1
184533,100.1,2011.0,154.0,12.53,Hyundai,Di'esel,Sint'etico,P0016,1
197301,118.4,1730.0,2457.0,10.87,Chevrolet,Gasolina,Sint'etico,P0171,1
42189,100.8,2729.0,3428.0,12.67,Hyundai,Gasolina,Sint'etico,P0016,0
166815,100.5,2164.0,3083.0,13.11,Nissan,GNV,Semisint'etico,P0171,1
47646,95.5,1902.0,337.0,12.28,Kia,GLP,Semisint'etico,P0016,0
87113,104.4,2537.0,2452.0,13.95,Toyota,Di'esel,Semisint'etico,P0300,1
135870,102.6,1023.0,3080.0,11.8,Hyundai,Di'esel,Semisint'etico,P0700,1
161184,108.3,1094.0,1389.0,12.67,Chevrolet,Di'esel,Mineral,P0562,1
193658,92.3,2358.0,1891.0,12.47,Nissan,GNV,Mineral,P0420,0
19404,93.1,2027.0,100.0,12.42,Toyota,GLP,Sint'etico,P0420,1
51251,92.7,2113.0,2040.0,12.41,Suzuki,GNV,Sint'etico,P0420,1
68906,104.1,1403.0,843.0,12.59,Chevrolet,Di'esel,Sint'etico,P0171,0
75167,110.5,1990.0,1980.0,13.18,Suzuki,Di'esel,Mineral,P0115,1
219585,92.9,2902.0,395.0,13.6,Suzuki,Gasolina,Semisint'etico,P0700,1
173255,93.2,2371.0,2289.0,12.5,Toyota,GNV,Mineral,P0115,1
77287,99.8,2076.0,2722.0,13.15,Toyota,GLP,Semisint'etico,P0562,0
214083,94.8,1802.0,1095.0,11.94,Nissan,GLP,Semisint'etico,P0171,1
114854,105.6,1822.0,777.0,13.11,Hyundai,Di'esel,Sint'etico,P0016,1
115155,76.7,1042.0,100.0,11.89,Toyota,Di'esel,Semisint'etico,P0016,1
101076,89.6,2116.0,1560.0,13.37,Kia,GNV,Sint'etico,P0420,1
40218,90.0,2380.0,1277.0,14.2,Suzuki,Di'esel,Semisint'etico,P0700,0
206218,76.1,1291.0,404.0,12.4,Nissan,GLP,,P0171,1
12926,88.3,1702.0,2208.0,10.75,Chevrolet,Gasolina,Sint'etico,P0016,1
46598,,1479.0,1395.0,12.06,Hyundai,Di'esel,Sint'etico,P0700,0
58227,95.2,1566.0,832.0,13.49,Kia,GNV,Mineral,P0115,0
68652,107.0,2024.0,1301.0,,Nissan,Gasolina,Mineral,P0300,1
37682,94.8,1062.0,2764.0,12.7,Toyota,Gasolina,Semisint'etico,P0562,0
13771,87.7,2276.0,2343.0,13.31,Chevrolet,GNV,Semisint'etico,P0300,1
152308,96.5,2339.0,1683.0,12.89,Toyota,Di'esel,Mineral,P0016,1
213555,106.4,1887.0,2357.0,13.47,Hyundai,Di'esel,Semisint'etico,P0420,1
35584,88.2,884.0,755.0,13.24,Hyundai,GLP,Semisint'etico,P0115,0
72272,88.8,1552.0,1829.0,13.72,Nissan,Gasolina,Semisint'etico,P0700,0
116329,102.0,2555.0,1933.0,12.79,Suzuki,Gasolina,Semisint'etico,P0420,1
204775,95.0,750.0,1377.0,13.22,Toyota,Gasolina,Semisint'etico,P0171,1
155795,102.8,1844.0,2192.0,12.25,Nissan,Gasolina,Mineral,P0115,1
170899,96.9,1469.0,1098.0,,Chevrolet,Gasolina,Semisint'etico,P0171,1
132034,103.3,2362.0,2259.0,13.87,Suzuki,GLP,Semisint'etico,P0300,1
97577,87.7,1696.0,2297.0,12.67,Suzuki,Di'esel,Sint'etico,P0300,1
51952,96.9,2182.0,100.0,13.14,Toyota,Gasolina,Mineral,P0171,0
191506,95.1,2254.0,2871.0,12.6,Nissan,Gasolina,Mineral,P0115,1
178866,86.1,2826.0,100.0,12.03,Chevrolet,Di'esel,Sint'etico,P0562,1
15271,,1909.0,1246.0,12.51,Toyota,GNV,Sint'etico,P0300,1
160235,103.2,2169.0,2723.0,13.65,Hyundai,Di'esel,Mineral,P0171,1
27721,93.8,1332.0,1514.0,12.94,Suzuki,Gasolina,Sint'etico,P0171,0
165186,87.8,2536.0,480.0,11.13,Chevrolet,Gasolina,Mineral,P0420,1
183450,96.1,1658.0,816.0,12.33,Kia,Di'esel,Mineral,P0016,1
37522,107.2,1748.0,2724.0,13.93,Hyundai,Gasolina,Mineral,P0420,1
101105,76.5,1990.0,100.0,12.33,Suzuki,GNV,Sint'etico,P0562,1
35988,83.5,1297.0,2816.0,11.06,Hyundai,GNV,Semisint'etico,P0700,1
129129,88.7,2103.0,1750.0,14.01,Toyota,Di'esel,Semisint'etico,P0562,1
204788,110.2,2435.0,727.0,13.05,Chevrolet,GNV,Mineral,P0115,1
26982,99.5,2132.0,1275.0,12.44,Suzuki,Di'esel,Sint'etico,P0300,1
93491,103.9,1285.0,884.0,12.2,Hyundai,Gasolina,Sint'etico,P0300,1
214355,86.7,1944.0,2580.0,13.37,Hyundai,GNV,Sint'etico,P0300,1
73199,86.9,2334.0,2459.0,12.07,Kia,GNV,Mineral,P0016,0
37765,101.0,1155.0,253.0,13.42,Hyundai,Di'esel,Mineral,P0016,0
112602,97.5,1516.0,1437.0,12.93,Chevrolet,GLP,Sint'etico,P0420,1
116758,101.9,2394.0,1023.0,12.7,Hyundai,Gasolina,Sint'etico,P0420,1
149201,95.3,2122.0,2964.0,12.62,Toyota,GLP,Sint'etico,P0171,1
75884,99.5,2185.0,585.0,12.36,Hyundai,GLP,Mineral,P0562,0
210680,98.4,2837.0,3244.0,13.34,Suzuki,GLP,Semisint'etico,P0115,1
119414,104.0,2211.0,1770.0,11.81,Suzuki,GLP,Sint'etico,P0115,1
70153,104.3,2296.0,754.0,11.2,Chevrolet,GLP,Sint'etico,P0700,1
211659,82.4,3220.0,1190.0,12.99,Kia,GLP,Semisint'etico,P0420,0
204209,76.8,1904.0,1079.0,13.0,Nissan,GNV,Semisint'etico,P0115,1
114824,106.0,1641.0,653.0,12.88,Hyundai,Gasolina,Sint'etico,P0562,1
15220,107.7,2193.0,1885.0,12.83,Chevrolet,Di'esel,Mineral,P0420,1
135356,87.8,2198.0,695.0,12.24,Nissan,Di'esel,Semisint'etico,P0700,1
126591,80.3,1763.0,100.0,13.13,Nissan,GLP,Sint'etico,P0300,1
41123,97.9,1535.0,1458.0,12.46,Hyundai,Gasolina,Mineral,P0115,0
143134,105.4,3039.0,177.0,12.11,Nissan,Di'esel,Mineral,P0016,1
186566,113.2,2147.0,1123.0,12.25,Chevrolet,GNV,Sint'etico,P0700,1
32238,101.6,1670.0,982.0,14.12,Suzuki,Gasolina,Sint'etico,P0562,0
161897,93.7,2412.0,1016.0,11.11,Hyundai,GLP,Sint'etico,P0171,1
39471,89.0,1951.0,3601.0,12.9,Chevrolet,GLP,Mineral,P0016,0
167253,97.1,1886.0,1851.0,11.16,Nissan,Di'esel,Semisint'etico,P0016,1
98014,94.3,2253.0,2021.0,12.41,Hyundai,Gasolina,Mineral,P0562,0
11367,87.9,1419.0,201.0,12.15,Nissan,Gasolina,Semisint'etico,P0016,0
212908,115.4,2159.0,1211.0,10.83,Toyota,Di'esel,Semisint'etico,P0420,1
44853,113.1,2861.0,1994.0,12.81,Nissan,Gasolina,Semisint'etico,P0562,1
135168,107.2,2210.0,878.0,12.2,Chevrolet,Gasolina,Mineral,P0700,1
48108,88.7,1831.0,2617.0,10.82,Hyundai,Gasolina,Semisint'etico,P0420,1
205934,104.7,1772.0,718.0,13.17,Toyota,Gasolina,Mineral,P0562,1
165048,102.8,1815.0,1542.0,13.65,Nissan,GNV,Mineral,P0700,1
178915,101.0,1886.0,1273.0,13.69,Hyundai,GLP,Mineral,P0016,1
100736,108.2,1830.0,1948.0,12.79,Kia,Gasolina,Mineral,P0700,1
108150,,2412.0,1224.0,12.54,Toyota,GLP,Semisint'etico,P0171,0
143203,103.7,1220.0,1556.0,13.56,Suzuki,Gasolina,Sint'etico,P0700,1
174800,102.7,2388.0,1587.0,,Chevrolet,Di'esel,Semisint'etico,P0300,1
187865,100.1,1829.0,1139.0,13.41,Suzuki,Gasolina,Mineral,P0562,1
13745,80.9,2170.0,2237.0,11.75,Toyota,Gasolina,Mineral,P0171,1
149347,97.8,1493.0,2015.0,12.66,Hyundai,Gasolina,Semisint'etico,P0016,1
32920,92.0,2598.0,1720.0,12.85,Chevrolet,Di'esel,Sint'etico,P0700,0
70465,85.5,2561.0,1413.0,11.05,Chevrolet,Di'esel,Semisint'etico,P0016,1
184180,112.1,2432.0,2517.0,12.88,Nissan,Di'esel,Mineral,P0115,1
62607,112.6,1318.0,1588.0,14.2,Suzuki,GLP,Sint'etico,P0171,1
177331,109.2,2373.0,1524.0,13.01,Nissan,GLP,Sint'etico,P0562,1
107231,99.3,2182.0,1894.0,13.68,Toyota,GLP,Sint'etico,P0562,0
58854,109.2,1278.0,3327.0,12.65,Hyundai,GLP,,P0300,1
80191,97.1,1989.0,594.0,12.44,Suzuki,GLP,Semisint'etico,P0562,0
121461,98.8,2164.0,2493.0,12.81,Chevrolet,Di'esel,Sint'etico,P0016,1
170680,87.2,2250.0,100.0,11.85,Suzuki,Gasolina,Sint'etico,P0115,1
137263,100.6,2080.0,1996.0,11.73,Chevrolet,Di'esel,Sint'etico,P0016,1
205977,97.5,2131.0,3218.0,13.51,Toyota,Gasolina,Semisint'etico,P0171,1
192225,85.3,2663.0,2240.0,13.6,Kia,GNV,Mineral,P0562,1
168204,96.5,2552.0,1954.0,11.71,Nissan,Di'esel,Semisint'etico,P0300,1
136652,96.3,710.0,1296.0,13.27,Chevrolet,GNV,,P0171,1
70869,113.2,1857.0,1828.0,12.43,Toyota,GNV,Mineral,P0171,1
96640,105.0,1926.0,1573.0,12.77,Hyundai,Di'esel,Mineral,P0420,1
34967,97.1,1212.0,1093.0,12.87,Suzuki,GNV,,P0300,1
88578,99.2,2042.0,1539.0,13.3,Suzuki,Di'esel,Mineral,P0115,0
204559,97.4,2562.0,1979.0,12.57,Nissan,Gasolina,Sint'etico,P0171,1
99435,95.2,1511.0,1110.0,13.63,Toyota,Gasolina,Semisint'etico,P0171,0
33883,87.3,2151.0,1074.0,12.75,Chevrolet,Gasolina,Mineral,P0420,1
146905,95.6,1588.0,576.0,13.0,Nissan,GNV,Sint'etico,P0562,1
212149,90.3,1698.0,2152.0,11.83,Chevrolet,Di'esel,Sint'etico,P0171,1
192173,85.7,2665.0,2291.0,14.2,Chevrolet,Di'esel,Sint'etico,P0171,1
67556,101.6,1756.0,2008.0,12.88,Kia,Di'esel,Sint'etico,P0562,0
105318,100.5,2208.0,2669.0,13.07,Hyundai,Di'esel,Semisint'etico,P0300,1
121513,80.9,1158.0,1879.0,11.21,Hyundai,GNV,Mineral,P0700,1
62046,95.9,2838.0,2153.0,11.84,Nissan,GNV,Sint'etico,P0300,0
66425,106.0,2271.0,2073.0,13.49,Toyota,Gasolina,Semisint'etico,P0171,1
59699,106.5,1918.0,1718.0,12.73,Toyota,GLP,Mineral,P0420,1
218862,,2259.0,1322.0,10.97,Kia,Di'esel,Mineral,P0562,1
166662,97.4,1366.0,3793.0,13.33,Nissan,Gasolina,Sint'etico,P0420,1
186579,89.4,2532.0,1393.0,12.06,Chevrolet,GNV,Semisint'etico,P0700,1
181479,87.2,1854.0,1201.0,13.63,Chevrolet,Gasolina,Sint'etico,P0171,1
211420,100.1,1908.0,2191.0,12.43,Chevrolet,Gasolina,Sint'etico,P0115,1
32108,100.4,1779.0,2027.0,12.66,Toyota,Gasolina,Sint'etico,P0420,1
195142,108.6,1739.0,536.0,13.44,Hyundai,Di'esel,Semisint'etico,P0300,1
23977,106.9,2313.0,2810.0,11.78,Toyota,GLP,Sint'etico,P0171,1
109838,95.8,2115.0,1715.0,11.71,Nissan,Di'esel,Sint'etico,P0562,1
134831,85.8,2293.0,800.0,12.34,Nissan,Gasolina,Sint'etico,P0171,1
85150,94.1,1996.0,2870.0,13.16,Hyundai,Gasolina,Semisint'etico,P0700,0
40696,99.0,2231.0,2363.0,11.44,Hyundai,GNV,Semisint'etico,P0115,1
50383,95.2,1812.0,662.0,11.17,Hyundai,GNV,Semisint'etico,P0700,1
183179,91.8,3003.0,3399.0,13.16,Suzuki,GNV,Sint'etico,P0420,1
76932,99.3,1294.0,2393.0,12.02,Kia,GLP,Semisint'etico,P0016,0
75170,92.5,2567.0,1791.0,12.19,Nissan,GLP,Semisint'etico,P0562,0
203905,91.3,2616.0,3231.0,11.01,Kia,GNV,Sint'etico,P0115,1
40213,99.8,1617.0,1943.0,11.96,Nissan,GLP,Mineral,P0700,1
202206,93.4,3003.0,1775.0,12.49,Chevrolet,Di'esel,Mineral,P0115,1
203403,99.2,2448.0,1206.0,13.24,Hyundai,Di'esel,Semisint'etico,P0700,1
135697,99.5,2437.0,2324.0,11.88,Suzuki,Di'esel,Semisint'etico,P0016,1
44761,86.7,2013.0,2229.0,13.83,Nissan,Gasolina,Mineral,P0300,0
42730,92.7,1902.0,1813.0,11.95,Nissan,Gasolina,Semisint'etico,P0115,1
69791,109.9,1906.0,1089.0,11.95,Suzuki,GLP,Semisint'etico,P0562,1
131257,86.5,2176.0,1917.0,13.73,Hyundai,GNV,Semisint'etico,P0700,0
42258,78.0,2631.0,1737.0,12.67,Toyota,Gasolina,Sint'etico,P0016,0
105688,80.2,2082.0,600.0,12.06,Chevrolet,Gasolina,Mineral,P0300,1
34252,97.3,1590.0,475.0,12.38,Hyundai,Gasolina,Sint'etico,P0300,1
123459,97.3,2371.0,2309.0,,Kia,GNV,Sint'etico,P0300,1
14441,95.9,2415.0,100.0,13.67,Hyundai,Di'esel,Mineral,P0562,0
158897,107.9,2295.0,1985.0,11.85,Kia,Di'esel,Semisint'etico,P0300,1
21633,75.0,2335.0,1370.0,12.47,Kia,Gasolina,Semisint'etico,P0016,0
50912,100.6,1878.0,2977.0,12.57,Kia,GNV,Sint'etico,P0562,0
46674,111.1,1582.0,1356.0,11.71,Nissan,Di'esel,Sint'etico,P0016,0
184508,86.8,1609.0,2394.0,12.46,Chevrolet,GNV,Mineral,P0420,1
21210,93.6,1264.0,1443.0,12.5,Kia,GLP,Semisint'etico,P0562,0
100144,90.2,2107.0,1902.0,13.41,Toyota,Gasolina,Sint'etico,P0300,1
134140,89.0,1962.0,2463.0,13.47,Chevrolet,GNV,Mineral,P0700,1
118359,94.1,1802.0,1384.0,12.24,Hyundai,GLP,Semisint'etico,P0300,1
152950,109.8,700.0,2697.0,12.33,Hyundai,GLP,Mineral,P0300,1
178651,113.5,1439.0,906.0,13.03,Kia,Gasolina,Semisint'etico,P0420,1
92662,94.0,2504.0,2065.0,12.03,Toyota,GNV,Semisint'etico,P0016,0
183925,114.1,1701.0,2630.0,12.97,Kia,GNV,Mineral,P0300,1
76778,97.3,2162.0,2394.0,12.43,Hyundai,Di'esel,Mineral,P0115,0
216728,112.8,1374.0,3525.0,11.72,Suzuki,Gasolina,Sint'etico,P0016,1
115950,96.2,2647.0,1113.0,11.73,Suzuki,GNV,Mineral,P0016,1
164562,98.2,1935.0,559.0,13.66,Toyota,GNV,Mineral,P0420,1
193751,100.3,2131.0,905.0,12.37,Chevrolet,GLP,Semisint'etico,P0300,1
176456,125.0,3047.0,2394.0,13.81,Chevrolet,GLP,Sint'etico,P0171,1
188737,104.7,2682.0,2248.0,12.09,Kia,Gasolina,Sint'etico,P0420,1
122667,90.6,1862.0,1892.0,12.73,Kia,Gasolina,Sint'etico,P0115,1
19129,105.7,1733.0,789.0,14.2,Nissan,GNV,Sint'etico,P0171,1
113547,93.7,1854.0,2490.0,11.65,Kia,Di'esel,Mineral,P0171,1
48114,92.6,2229.0,698.0,10.98,Toyota,Di'esel,Mineral,P0300,1
196714,,1953.0,2843.0,13.53,Kia,GLP,Semisint'etico,P0562,1
59716,97.3,1822.0,4372.0,11.84,Hyundai,Gasolina,Semisint'etico,P0420,1
57894,99.5,2660.0,2130.0,12.48,Kia,Gasolina,Mineral,P0115,0
62371,97.1,1949.0,2325.0,12.03,Hyundai,Gasolina,Semisint'etico,P0300,1
144938,100.0,3035.0,1356.0,12.71,Toyota,Di'esel,Semisint'etico,P0700,1
129958,100.8,2041.0,171.0,11.74,Suzuki,Di'esel,Semisint'etico,P0115,1
209256,79.6,2803.0,1258.0,12.36,Toyota,Gasolina,Sint'etico,P0420,1
97415,103.0,2161.0,816.0,12.86,Nissan,Di'esel,Sint'etico,P0300,1
69278,88.2,2433.0,498.0,11.69,Nissan,Di'esel,Semisint'etico,P0171,1
20343,84.0,1674.0,3350.0,11.94,Chevrolet,GLP,Mineral,P0300,1
11485,96.5,1616.0,2046.0,12.22,Suzuki,GLP,Sint'etico,P0420,1
88458,97.8,2207.0,2142.0,11.36,Toyota,GNV,Sint'etico,P0700,1
204421,90.8,2445.0,1522.0,12.16,Hyundai,GNV,Sint'etico,P0115,1
119988,104.5,2018.0,1644.0,12.6,Hyundai,Di'esel,Mineral,P0300,1
197644,84.9,1421.0,2668.0,12.18,Chevrolet,GNV,Semisint'etico,P0562,1
31351,93.3,1388.0,1771.0,12.28,Chevrolet,GLP,Semisint'etico,P0420,1
29597,91.7,1358.0,2278.0,12.48,Suzuki,Gasolina,Semisint'etico,P0700,0
185026,96.6,1205.0,1624.0,11.98,Kia,Di'esel,Sint'etico,P0300,1
32415,99.5,2049.0,1492.0,13.05,Hyundai,GLP,Mineral,P0016,0
20911,87.9,2506.0,534.0,13.65,Suzuki,GNV,Sint'etico,P0016,0
94859,103.5,1994.0,100.0,12.13,Nissan,Di'esel,Sint'etico,P0300,1
204216,97.6,983.0,1565.0,12.89,Nissan,Gasolina,Mineral,P0300,1
154770,80.0,1914.0,1851.0,12.31,Kia,Gasolina,,P0171,1
30813,79.4,1927.0,642.0,12.79,Kia,Gasolina,Sint'etico,P0700,0
185797,96.9,2943.0,1769.0,13.75,Kia,GLP,Semisint'etico,P0562,1
187150,95.0,1344.0,1848.0,12.91,Nissan,GLP,Sint'etico,P0115,1
178146,96.1,1824.0,100.0,11.08,Hyundai,Di'esel,,P0016,1
199557,96.7,2768.0,976.0,12.86,Suzuki,GLP,,P0016,1
60374,99.0,2202.0,2167.0,13.49,Hyundai,GNV,Sint'etico,P0171,0
215709,105.5,2253.0,2148.0,,Kia,GNV,Semisint'etico,P0562,1
77346,87.0,2052.0,762.0,13.3,Hyundai,Gasolina,Sint'etico,P0115,0
178425,86.5,2148.0,1943.0,11.95,Chevrolet,GLP,Semisint'etico,P0420,1
131666,87.2,2350.0,2720.0,11.31,Nissan,GNV,Sint'etico,P0016,1
173690,99.6,1636.0,2499.0,12.61,Suzuki,GNV,Sint'etico,P0300,1
141842,108.2,2395.0,1714.0,11.09,Nissan,Di'esel,Semisint'etico,P0420,1
144921,93.1,1382.0,1379.0,12.31,Hyundai,Di'esel,Mineral,P0016,1
